participant_id,trial_order,trial_id,repeat_index_for_video,clip_team_id,clip_number,source,scene_sequence,camera_id,interactive_obj,clip_name,video_link,text_description,image_link,scene_image_rgb,vlm_image_link,interaction_type,pred_interaction,human_state,object_property,spatial_context,risk_factor,gt_human_bbox,gt_object_bbox,pred_human_bbox,pred_object_bbox,form_edit_url,form_published_url,vlm_inference,selected_frame_index
P116,7,office_1_event_158_woodchair_0001_placing_005875_005944.mp4,2,71,203,Hunavsim,Office,1,woodchair_0001,office_1_event_158_woodchair_0001_placing_005875_005944.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQDBGH11xrqJRK0rk3-3HX3uAdPw_iKMi4nsu9hQmjXAwu0,"A person in a pink or light-colored outfit places a wooden chair in a bright office room with desks, black chairs, computer monitors, doorway signage, and wall decorations.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_158_woodchair_0001_placing_005875_005944\vlm_input_image\frame_005897.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\office_1_event_158_woodchair_0001_placing_005875_005944\vlm_input_image\frame_005897.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_158_woodchair_0001_placing_005875_005944\vlm_input_image\frame_005897.png,placing,putting_down,normal,large,open_space,none,"[211, 110, 354, 370]","[287, 188, 361, 357]","[209, 105, 351, 370]","[281, 183, 361, 357]",,,VLM: putting_down; human_state=normal; object_property=large; spatial_context=open_space; risk_factor=none; selected_frame=5897; gt_interaction=placing,5897
P116,8,office_1_event_02_largetable_0001_lifting_000174_000223.mp4,4,57,130,Hunavsim,Office,1,largetable_0001,office_1_event_02_largetable_0001_lifting_000174_000223.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQAAAxHURvPUS5dLJ6bd-4_DAdPLtsdhEXtd6OHI6QiIvWg,"A person in a light shirt and dark pants lifts a large table in an office lobby with a long table, monitors, large windows, potted plants, and patterned carpet.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_02_largetable_0001_lifting_000174_000223\vlm_input_image\frame_000204.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\office_1_event_02_largetable_0001_lifting_000174_000223\vlm_input_image\frame_000204.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_02_largetable_0001_lifting_000174_000223\vlm_input_image\frame_000204.png,lifting,lifting,strained,large,open_space,object_motion_risk,"[224, 0, 417, 489]","[228, 0, 439, 127]","[224, 0, 417, 477]","[228, 0, 439, 127]",,,VLM: lifting; human_state=strained; object_property=large; spatial_context=open_space; risk_factor=object_motion_risk; selected_frame=204; gt_interaction=lifting,204
P116,9,office_1_event_03_monitor_0001_putting_down_000394_000448.mp4,5,59,133,Hunavsim,Office,1,monitor_0001,office_1_event_03_monitor_0001_putting_down_000394_000448.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQCpKjTAqryhSa-acVZxCfEvAdQLSH6NknBcYDMZQUaxEiI,"A person in a light shirt and dark pants puts down a computer monitor in an office lobby with a long table, monitors, large windows, potted plants, and patterned carpet.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_03_monitor_0001_putting_down_000394_000448\vlm_input_image\frame_000431.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\office_1_event_03_monitor_0001_putting_down_000394_000448\vlm_input_image\frame_000431.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_03_monitor_0001_putting_down_000394_000448\vlm_input_image\frame_000431.png,putting_down,carrying,normal,small,open_space,none,"[185, 15, 454, 465]","[168, 194, 272, 363]","[191, 51, 457, 425]","[165, 189, 277, 361]",,,VLM: carrying; human_state=normal; object_property=small; spatial_context=open_space; risk_factor=none; selected_frame=431; gt_interaction=putting_down,431
P116,10,hospital_1_event_07_tripod_0001_putting_down_000624_000654.mp4,2,49,104,Hunavsim,Hospital,1,tripod_0001,hospital_1_event_07_tripod_0001_putting_down_000624_000654.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQBIHPb5-abNR6r2z5FB3XOCAS4cjfho9E2x75uwvX7Cz70,"A person in a dark top and shorts or gray pants puts down a tripod in a bright hospital corridor with white walls, blue doors, yellow caution signs, and medical equipment along the wall.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\hospital_1_event_07_tripod_0001_putting_down_000624_000654\vlm_input_image\frame_000650.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\hospital_1_event_07_tripod_0001_putting_down_000624_000654\vlm_input_image\frame_000650.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\hospital_1_event_07_tripod_0001_putting_down_000624_000654\vlm_input_image\frame_000650.png,putting_down,putting_down,strained,large,open_space,none,"[226, 110, 414, 370]","[340, 298, 553, 378]","[219, 105, 413, 370]","[337, 289, 413, 381]",,,VLM: putting_down; human_state=strained; object_property=large; spatial_context=open_space; risk_factor=none; selected_frame=650; gt_interaction=putting_down,650
P117,1,hospital_1_event_07_tripod_0001_carrying_000583_000623.mp4,4,49,103,Hunavsim,Hospital,1,tripod_0001,hospital_1_event_07_tripod_0001_carrying_000583_000623.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQDd_KGNpIVUS4dC3ipv9li9AfIal4rwMyNbXm1oe-7trgM,"A person in a dark top and shorts or gray pants carries a tripod in a bright hospital corridor with white walls, blue doors, yellow caution signs, and medical equipment along the wall.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\hospital_1_event_07_tripod_0001_carrying_000583_000623\vlm_input_image\frame_000594.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\hospital_1_event_07_tripod_0001_carrying_000583_000623\vlm_input_image\frame_000594.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\hospital_1_event_07_tripod_0001_carrying_000583_000623\vlm_input_image\frame_000594.png,carrying,carrying,strained,large,narrow_corridor,object_motion_risk,"[246, 109, 393, 368]","[222, 143, 308, 240]","[246, 109, 393, 368]","[222, 143, 308, 240]",,,VLM: carrying; human_state=strained; object_property=large; spatial_context=narrow_corridor; risk_factor=object_motion_risk; selected_frame=594; gt_interaction=carrying,594
P117,2,warehouse_3_event_37_smallbox_0001_putting_down_001947_002049.mp4,2,42,80,Hunavsim,Warehouse,3,smallbox_0001,warehouse_3_event_37_smallbox_0001_putting_down_001947_002049.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQD09abk9CgLQ7N6ANIAKdmkAbg1AgdreYfQ26jDUmGHLKY,"A person in a white or light gray outfit puts down a small box beside the white warehouse wall, yellow forklift, stacked pallets, and blue rolling bins.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\warehouse_3_event_37_smallbox_0001_putting_down_001947_002049\vlm_input_image\frame_002016.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\warehouse_3_event_37_smallbox_0001_putting_down_001947_002049\vlm_input_image\frame_002016.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\warehouse_3_event_37_smallbox_0001_putting_down_001947_002049\vlm_input_image\frame_002016.png,putting_down,putting_down,normal,small,open_space,none,"[277, 109, 362, 368]","[232, 235, 291, 266]","[269, 101, 365, 369]","[232, 235, 291, 266]",,,VLM: putting_down; human_state=normal; object_property=small; spatial_context=open_space; risk_factor=none; selected_frame=2016; gt_interaction=putting_down,2016
P117,3,warehouse_3_event_57_tripod_0001_lifting_002856_002928.mp4,5,46,91,Hunavsim,Warehouse,3,tripod_0001,warehouse_3_event_57_tripod_0001_lifting_002856_002928.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQDD4Dh6eGodSbP4fWk3HHGCAY0ygXmaNfRs_eQiFMPPJpo,"A worker in a purple shirt and jeans lifts a tripod in the open warehouse aisle near pallet stacks, a yellow forklift, and industrial shelving.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\warehouse_3_event_57_tripod_0001_lifting_002856_002928\vlm_input_image\frame_002869.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\warehouse_3_event_57_tripod_0001_lifting_002856_002928\vlm_input_image\frame_002869.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\warehouse_3_event_57_tripod_0001_lifting_002856_002928\vlm_input_image\frame_002869.png,lifting,lifting,strained,large,open_space,object_motion_risk,"[206, 107, 434, 372]","[208, 239, 491, 349]","[206, 107, 434, 372]","[208, 239, 491, 349]",,,VLM: lifting; human_state=strained; object_property=large; spatial_context=open_space; risk_factor=object_motion_risk; selected_frame=2869; gt_interaction=lifting,2869
P117,4,office_1_event_67_smalltable_0001_lifting_003131_003200.mp4,3,65,178,Hunavsim,Office,1,smalltable_0001,office_1_event_67_smalltable_0001_lifting_003131_003200.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQDqhFzVFCRWSI9GIrmd9oJyAXOTUPMoSfaPOXr0m0P7aRc,"A person in a white or gray outfit lifts a small table in a meeting-style office with rows of chairs, desks, monitors, and a dark patterned carpet.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_67_smalltable_0001_lifting_003131_003200\vlm_input_image\frame_003159.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\office_1_event_67_smalltable_0001_lifting_003131_003200\vlm_input_image\frame_003159.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_67_smalltable_0001_lifting_003131_003200\vlm_input_image\frame_003159.png,lifting,lifting,normal,large,open_space,none,"[217, 85, 312, 394]","[281, 62, 350, 141]","[217, 85, 312, 394]","[281, 62, 350, 141]",,,VLM: lifting; human_state=normal; object_property=large; spatial_context=open_space; risk_factor=none; selected_frame=3159; gt_interaction=lifting,3159
P117,5,hospital_1_event_30_plasticbox_0001_kicking_002977_003093.mp4,5,52,126,Hunavsim,Hospital,1,plasticbox_0001,hospital_1_event_30_plasticbox_0001_kicking_002977_003093.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQAyk72Ib2BFR4FIuTF1RmdEAQJIbib_bDugQp2sGqsX8p8,"A person in patterned pants or dark clothing kicks a plastic storage box near hospital stairs, blue storage racks, yellow bins, and a wall-mounted medical table.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\hospital_1_event_30_plasticbox_0001_kicking_002977_003093\vlm_input_image\frame_003050.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\hospital_1_event_30_plasticbox_0001_kicking_002977_003093\vlm_input_image\frame_003050.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\hospital_1_event_30_plasticbox_0001_kicking_002977_003093\vlm_input_image\frame_003050.png,kicking,kicking,strained,large,open_space,collision_risk,"[258, 111, 382, 370]","[362, 332, 464, 378]","[258, 109, 382, 370]","[362, 332, 464, 378]",,,VLM: kicking; human_state=strained; object_property=large; spatial_context=open_space; risk_factor=collision_risk; selected_frame=3050; gt_interaction=kicking,3050
P117,6,office_1_event_99_largebox_0002_carrying_004090_004124.mp4,2,56,185,Hunavsim,Office,1,largebox_0002,office_1_event_99_largebox_0002_carrying_004090_004124.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQBGtwzUcfaqRrdLcPOsniOmAYRxEOMGhbpcr0eEF-evMMI,"A person in a white or gray outfit carries a large cardboard box in a meeting-style office with rows of chairs, desks, monitors, and a dark patterned carpet.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_99_largebox_0002_carrying_004090_004124\vlm_input_image\frame_004122.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\office_1_event_99_largebox_0002_carrying_004090_004124\vlm_input_image\frame_004122.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_99_largebox_0002_carrying_004090_004124\vlm_input_image\frame_004122.png,carrying,carrying,normal,large,open_space,none,"[263, 110, 377, 370]","[218, 144, 289, 213]","[263, 109, 377, 370]","[218, 144, 289, 213]",,,VLM: carrying; human_state=normal; object_property=large; spatial_context=open_space; risk_factor=none; selected_frame=4122; gt_interaction=carrying,4122
P117,7,office_1_event_138_trashcan_0001_lifting_005070_005112.mp4,1,68,192,Hunavsim,Office,1,trashcan_0001,office_1_event_138_trashcan_0001_lifting_005070_005112.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQCGLZ1xOeYGT7LqKCq9fweCASC3QOGojjuK_7JKf6dXAik,"A person in a pink or light-colored outfit lifts a trash can in a bright office room with desks, black chairs, computer monitors, doorway signage, and wall decorations.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_138_trashcan_0001_lifting_005070_005112\vlm_input_image\frame_005097.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\office_1_event_138_trashcan_0001_lifting_005070_005112\vlm_input_image\frame_005097.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_138_trashcan_0001_lifting_005070_005112\vlm_input_image\frame_005097.png,lifting,lifting,normal,small,open_space,none,"[190, 110, 262, 369]","[172, 227, 213, 278]","[185, 109, 265, 369]","[172, 227, 213, 278]",,,VLM: lifting; human_state=normal; object_property=small; spatial_context=open_space; risk_factor=none; selected_frame=5097; gt_interaction=lifting,5097
P117,8,office_1_event_16_largebox_0001_carrying_001659_001697.mp4,2,55,151,Hunavsim,Office,1,largebox_0001,office_1_event_16_largebox_0001_carrying_001659_001697.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQDUY_D9LjOxSLYt3UFRc2SeAUc1r9qZjC6Hhdc_nXZrw8E,"A person in dark clothing carries a large cardboard box in a meeting-style office with rows of chairs, desks, monitors, and a dark patterned carpet.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_16_largebox_0001_carrying_001659_001697\vlm_input_image\frame_001672.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\office_1_event_16_largebox_0001_carrying_001659_001697\vlm_input_image\frame_001672.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_16_largebox_0001_carrying_001659_001697\vlm_input_image\frame_001672.png,carrying,carrying,normal,large,open_space,none,"[243, 31, 398, 448]","[350, 292, 449, 378]","[243, 31, 398, 448]","[350, 292, 449, 378]",,,VLM: carrying; human_state=normal; object_property=large; spatial_context=open_space; risk_factor=none; selected_frame=1672; gt_interaction=carrying,1672
P117,9,tressider-2019-04-26_2_image_4_carrying_000736_000960_H34_O20.mp4,2,40,49,JRDB,tressider-2019-04-26_2,4,bag,tressider-2019-04-26_2_image_4_carrying_000736_000960_H34_O20.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQC2-a4JW9HUSrp9hFj-oDasAUwnhhUp-06NqD-HY8RVeCU,A woman in a light patterned top and shorts carries a small bag or item at the front of a cafe queue.,C:\Users\selin\OneDrive\dsg_kb_source\jrdb_event\event_all_jrdb\event_all\tressider-2019-04-26_2_image_4_carrying_000736_000960_H34_O20\vlm_input_image\frame_000002.jpg,C:\Users\selin\OneDrive\dsg_kb_source\jrdb_event\event_all_jrdb\event_all\tressider-2019-04-26_2_image_4_carrying_000736_000960_H34_O20\vlm_input_image\frame_000002.jpg,C:\Users\selin\OneDrive\dsg_kb_source\jrdb_event\event_all_jrdb\event_all\tressider-2019-04-26_2_image_4_carrying_000736_000960_H34_O20\vlm_input_image\frame_000002.jpg,carrying,hold,normal,small,crowded,none,"[94, 67, 198, 410]","[80, 241, 148, 354]","[94, 67, 198, 410]","[80, 241, 148, 354]",,,VLM: hold; human_state=normal; object_property=small; spatial_context=crowded; risk_factor=none; selected_frame=2; gt_interaction=carrying,2
P117,10,warehouse_1_event_21_plasticbox_0001_kicking_001362_001392.mp4,4,44,18,Hunavsim,Warehouse,1,plasticbox_0001,warehouse_1_event_21_plasticbox_0001_kicking_001362_001392.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQABGFHAgNVPToG0yUVa6IyQAVg3LU8DTiQaKnIoqX_TsB0,"A worker in a yellow safety vest or a light uniform kicks a plastic storage box beside the white warehouse wall, yellow forklift, stacked pallets, and blue rolling bins.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\warehouse_1_event_21_plasticbox_0001_kicking_001362_001392\vlm_input_image\frame_001375.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\warehouse_1_event_21_plasticbox_0001_kicking_001362_001392\vlm_input_image\frame_001375.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\warehouse_1_event_21_plasticbox_0001_kicking_001362_001392\vlm_input_image\frame_001375.png,kicking,kicking,strained,small,open_space,object_motion_risk,"[382, 0, 587, 524]","[374, 411, 517, 542]","[437, 0, 587, 477]","[374, 411, 517, 542]",,,VLM: kicking; human_state=strained; object_property=small; spatial_context=open_space; risk_factor=object_motion_risk; selected_frame=1375; gt_interaction=kicking,1375
P118,1,office_1_event_87_suitcase_0001_carrying_003698_003751.mp4,4,66,180,Hunavsim,Office,1,suitcase_0001,office_1_event_87_suitcase_0001_carrying_003698_003751.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQCPRQVsCX0iRrmdxjOOWfEsAUc0DdsAfWsNAf6wWWoae6Q,"A person in a white or gray outfit carries a suitcase in a meeting-style office with rows of chairs, desks, monitors, and a dark patterned carpet.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_87_suitcase_0001_carrying_003698_003751\vlm_input_image\frame_003699.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\office_1_event_87_suitcase_0001_carrying_003698_003751\vlm_input_image\frame_003699.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_87_suitcase_0001_carrying_003698_003751\vlm_input_image\frame_003699.png,carrying,carrying,normal,large,narrow_corridor,none,"[45, 110, 108, 370]","[102, 99, 171, 213]","[45, 110, 108, 370]","[102, 99, 171, 213]",,,VLM: carrying; human_state=normal; object_property=large; spatial_context=narrow_corridor; risk_factor=none; selected_frame=3699; gt_interaction=carrying,3699
P118,2,office_1_event_57_largetable_0002_lifting_002665_002739.mp4,4,58,172,Hunavsim,Office,1,largetable_0002,office_1_event_57_largetable_0002_lifting_002665_002739.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQBihf45qiy5QqZm9stygdFiAQuMKJZ4xISOS6pu80SZo0E,"A person in a white or gray outfit lifts a large table in a meeting-style office with rows of chairs, desks, monitors, and a dark patterned carpet.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_57_largetable_0002_lifting_002665_002739\vlm_input_image\frame_002715.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\office_1_event_57_largetable_0002_lifting_002665_002739\vlm_input_image\frame_002715.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_57_largetable_0002_lifting_002665_002739\vlm_input_image\frame_002715.png,lifting,lifting,normal,large,open_space,none,"[259, 97, 381, 383]","[161, 141, 288, 257]","[259, 97, 381, 383]","[161, 141, 288, 257]",,,VLM: lifting; human_state=normal; object_property=large; spatial_context=open_space; risk_factor=none; selected_frame=2715; gt_interaction=lifting,2715
P118,3,warehouse_1_event_32_smallbox_0001_kick_001404_001600.mp4,3,42,19,Hunavsim,Warehouse,1,smallbox_0001,warehouse_1_event_32_smallbox_0001_kick_001404_001600.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQC9v2y9CHghQZw_JuLfWTsYAbF9EIW9SfvAOmcNriZrUNA,"A worker in a yellow safety vest or a light uniform kicks a small box beside the white warehouse wall, yellow forklift, stacked pallets, and blue rolling bins.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\warehouse_1_event_32_smallbox_0001_kick_001404_001600\vlm_input_image\frame_001409.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\warehouse_1_event_32_smallbox_0001_kick_001404_001600\vlm_input_image\frame_001409.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\warehouse_1_event_32_smallbox_0001_kick_001404_001600\vlm_input_image\frame_001409.png,kick,kicking,strained,small,open_space,none,"[290, 142, 351, 338]","[270, 319, 295, 341]","[290, 142, 351, 338]","[270, 319, 295, 341]",,,VLM: kicking; human_state=strained; object_property=small; spatial_context=open_space; risk_factor=none; selected_frame=1409; gt_interaction=kick,1409
P118,4,gates-159-group-meeting-2019-04-03_0_image_0_pushing_000318_000450_H5_O15.mp4,1,25,29,JRDB,gates-159-group-meeting-2019-04-03_0,0,chair/sofa,gates-159-group-meeting-2019-04-03_0_image_0_pushing_000318_000450_H5_O15.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQBI3iwBn5NfRKTpZHbQuagEAR8TFayYl4atwhT5ZWWDVI8,A man in a dark jacket by an open door pushes a chair beside the doorway.,C:\Users\selin\OneDrive\dsg_kb_source\jrdb_event\event_all_jrdb\event_all\gates-159-group-meeting-2019-04-03_0_image_0_pushing_000318_000450_H5_O15\vlm_input_image\frame_000106.jpg,C:\Users\selin\OneDrive\dsg_kb_source\jrdb_event\event_all_jrdb\event_all\gates-159-group-meeting-2019-04-03_0_image_0_pushing_000318_000450_H5_O15\vlm_input_image\frame_000106.jpg,C:\Users\selin\OneDrive\dsg_kb_source\jrdb_event\event_all_jrdb\event_all\gates-159-group-meeting-2019-04-03_0_image_0_pushing_000318_000450_H5_O15\vlm_input_image\frame_000106.jpg,pushing,pushing,normal,large,narrow_corridor,object_motion_risk,"[563, 0, 752, 480]","[601, 207, 752, 480]","[563, 0, 752, 480]","[601, 207, 752, 480]",,,VLM: pushing; human_state=normal; object_property=large; spatial_context=narrow_corridor; risk_factor=object_motion_risk; selected_frame=106; gt_interaction=pushing,106
P118,5,hospital_1_event_14_tripod_0001_carrying_001126_001186.mp4,3,49,114,Hunavsim,Hospital,1,tripod_0001,hospital_1_event_14_tripod_0001_carrying_001126_001186.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQCKCQUUVTGOT53ZfVbBtRD1ATAee16AShjw7tCaJo9NGDs,"A person in dark clothing near the hospital wall carries a tripod in a hospital hallway with windows, yellow railings, benches, and blue storage carts.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\hospital_1_event_14_tripod_0001_carrying_001126_001186\vlm_input_image\frame_001134.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\hospital_1_event_14_tripod_0001_carrying_001126_001186\vlm_input_image\frame_001134.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\hospital_1_event_14_tripod_0001_carrying_001126_001186\vlm_input_image\frame_001134.png,carrying,carrying,normal,large,narrow_corridor,none,"[224, 36, 415, 444]","[319, 43, 410, 450]","[224, 36, 415, 444]","[319, 43, 410, 450]",,,VLM: carrying; human_state=normal; object_property=large; spatial_context=narrow_corridor; risk_factor=none; selected_frame=1134; gt_interaction=carrying,1134
P118,6,hospital_1_event_06_trashcan_0001_kicking_000431_000568.mp4,5,48,101,Hunavsim,Hospital,1,trashcan_0001,hospital_1_event_06_trashcan_0001_kicking_000431_000568.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQAN5C5yo1zaR64-tA6DTRq2AfOY3mFnwLxVHfaDedG0FaM,"A person in a dark top and shorts or gray pants kicks a trash can in a bright hospital corridor with white walls, blue doors, yellow caution signs, and medical equipment along the wall.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\hospital_1_event_06_trashcan_0001_kicking_000431_000568\vlm_input_image\frame_000482.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\hospital_1_event_06_trashcan_0001_kicking_000431_000568\vlm_input_image\frame_000482.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\hospital_1_event_06_trashcan_0001_kicking_000431_000568\vlm_input_image\frame_000482.png,kicking,kicking,normal,small,open_space,none,"[281, 110, 358, 370]","[234, 308, 279, 356]","[273, 105, 365, 371]","[234, 303, 281, 361]",,,VLM: kicking; human_state=normal; object_property=small; spatial_context=open_space; risk_factor=none; selected_frame=482; gt_interaction=kicking,482
P118,7,svl-meeting-gates-2-2019-04-08_0_image_8_pushing_000729_000750_H3_O3.mp4,2,33,42,JRDB,svl-meeting-gates-2-2019-04-08_0,8,chair,svl-meeting-gates-2-2019-04-08_0_image_8_pushing_000729_000750_H3_O3.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQDmnfiYYgzWS6VZ24DKs-0IAfl6Mdb_nm1fEWK1CFYqlQQ,A man in a black polo reaches toward and pushes a chair at the right side of the room.,C:\Users\selin\OneDrive\dsg_kb_source\jrdb_event\event_all_jrdb\event_all\svl-meeting-gates-2-2019-04-08_0_image_8_pushing_000729_000750_H3_O3\vlm_input_image\frame_000001.jpg,C:\Users\selin\OneDrive\dsg_kb_source\jrdb_event\event_all_jrdb\event_all\svl-meeting-gates-2-2019-04-08_0_image_8_pushing_000729_000750_H3_O3\vlm_input_image\frame_000001.jpg,C:\Users\selin\OneDrive\dsg_kb_source\jrdb_event\event_all_jrdb\event_all\svl-meeting-gates-2-2019-04-08_0_image_8_pushing_000729_000750_H3_O3\vlm_input_image\frame_000001.jpg,pushing,pushing,normal,large,narrow_corridor,object_motion_risk,"[532, 114, 752, 403]","[697, 284, 752, 422]","[532, 114, 752, 403]","[673, 205, 752, 397]",,,VLM: pushing; human_state=normal; object_property=large; spatial_context=narrow_corridor; risk_factor=object_motion_risk; selected_frame=1; gt_interaction=pushing,1
P118,8,office_1_event_140_monitor_0003_lifting_005263_005309.mp4,5,61,194,Hunavsim,Office,1,monitor_0003,office_1_event_140_monitor_0003_lifting_005263_005309.mp4,https://1drv.ms/v/c/e14d2464c52103f1/IQBmWeaL6_KISKV3OurtNgfjAc9Jvig_OQj064SE-WQc24I,"A person in a pink or light-colored outfit lifts a computer monitor in a bright office room with desks, black chairs, computer monitors, doorway signage, and wall decorations.",C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_140_monitor_0003_lifting_005263_005309\vlm_input_image\frame_005287.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event\office_1_event_140_monitor_0003_lifting_005263_005309\vlm_input_image\frame_005287.png,C:\Users\selin\OneDrive\dsg_kb_source\hunavsim_event\event_all_hunavsim\event_all\office_1_event_140_monitor_0003_lifting_005263_005309\vlm_input_image\frame_005287.png,lifting,carrying,strained,large,open_space,object_motion_risk,"[246, 48, 393, 432]","[165, 168, 271, 291]","[246, 48, 393, 432]","[165, 168, 271, 291]",,,VLM: carrying; human_state=strained; object_property=large; spatial_context=open_space; risk_factor=object_motion_risk; selected_frame=5287; gt_interaction=lifting,5287
